Target_Offset_km_s,Control_Offset_km_s
-341.39157785962266,625.037309528252
-340.79849357855585,564.9945154845099
-334.23635398551136,612.2212313038946
-86.69291279165822,550.547541784563
49.645241540593986,591.8895777731615
86.3804031430911,614.3892321448259
50.759781479917876,665.5223531765201
251.160574516637,642.8133234900566
225.67482792758656,572.7317084200027
228.48860200127535,652.4737452618679
158.59078462416426,611.4986823318171
159.8134249210339,668.5100196144086
146.31947872402677,669.3086674983183
-330.23896826015203,608.6152162863423
-83.69078309424958,605.1520442001217
-350.01339240946993,530.8609692135286
-306.6733353088247,647.8078480801653
-301.7330270380954,641.1303898689079
-302.38638311351946,570.6739379949681
-108.59981389157672,620.1511212691219
322.3328028146719,611.0132720011163
319.8194118483224,-623.4381919285751
319.92884506446774,301.5829191509748
288.2437338858591,576.8649313381651
274.72943990091255,648.6430444781456
351.61936601296577,562.000780330029
-348.6725283249504,563.6943560885649
-300.58856077865255,476.37197928532385
314.4012071559211,472.2426559377109
-157.62750039705745,633.0985342438967
-76.58125549008145,630.4067779051456
-314.5271045397105,614.4443486944709
-343.13975598294337,650.8236445785667
-211.5228889742245,-625.5765654696932
-231.36015330725576,-376.73547888746907
-229.07364532734707,325.10900434859036
-242.79649393121946,611.7052838569304
-236.7832440942426,652.9141961934259
-251.5751378560411,569.1382824232514
-384.6418478229599,613.7917164209521
-332.42366474647014,-639.3849659772162
-306.321711133073,-613.3957881692612
-143.41108667058197,-544.782940854484
-223.60352442082208,-625.1728126631617
-139.08730186665358,-617.0970174824249
-346.582015498035,-622.9376974716065
-233.82055904827823,-663.5939740387333
-243.2226586190479,-485.04196613195023
-254.60909613826487,-614.3375639760244
-161.65732408202788,-554.9885304725141
-200.03036760502505,-419.8137848870702
-212.2182545240321,-614.4845264238975
-281.15204878828854,-448.544659806016
-262.49628458075983,-392.56499278924025
-322.11315943967577,-635.375225441928
-313.7937496482473,156.86390361277103
-285.76567437259774,616.4991113344627
-297.43208425901906,659.0205192805607
-269.4232549777667,-93.99972006391026
-273.1173866499897,-71.2390294382686
-256.8122550907211,546.0656879862739
-269.3875096771228,636.7437408111092
-315.38901837897134,-393.3342782190366
-314.076376198345,605.7838740433567
-326.7848640862658,610.6388168449773
-310.7859395099232,656.1112761018246
-306.8942198324507,437.6052693765294
-179.7528748845639,607.0437103460878
-147.8492410735231,614.6032298773956
-153.3207037994694,624.6664980968568
-269.0023133465611,438.0835045901547
-217.14656372217473,607.598053753174
-57.34546908679172,650.4844677898755
-326.1949186391766,437.37650422944563
-331.32920451692746,-225.25771743701927
-138.5036320593563,581.5290346112889
-322.54417695313464,642.7391207038448
-335.4793204358933,-466.7474213290425
-342.1080367684961,-660.9964836709485
-346.5798356880308,-666.8174538540194
-350.02050667934554,-349.2011185469868
-323.14126405271475,-526.7292778937967
-357.6140493177556,-621.4776078367655
-333.70268871103616,-630.8690554837161
143.50012854943049,368.51965669321436
-337.10354637706894,644.9823176195387
-334.63753173557217,630.9296911181997
-344.8380438312614,639.083752276488
-335.64270485460133,608.2811662929049
-104.3574753498159,651.211840902918
-352.5670235416114,643.2636367201787
-169.27905878588317,648.279714117741
-24.19174295492163,579.2069003564467
377.40358327874515,-654.0945987014858
360.91216328445756,-165.44461553474346
-344.89077720036613,660.573215920012
-344.1408634741358,632.0654655300879
-78.82566793521895,626.7686880514259
-58.24476855122057,609.699065326837
184.70110774984596,639.3502055956266
-202.17768730504895,662.7011819203389
-202.73008726154052,667.7436602841894
-333.54055516844556,634.4973911123743
-357.4633601251377,658.120129007707
-338.1730211235999,-206.3637513892802
322.45455890934176,659.0639539131269
7.231481567340779,615.6616225301814
-172.45837541037005,549.1246637503679
-153.76361316723543,616.8583027743931
-144.64221982916766,608.3574751144387
-110.50694533550062,595.9958379804641
-138.6513688642971,663.6068828914116
352.9082839139844,648.6326236756519
-47.07752169352203,631.5035069614167
-39.883115958833955,651.4024583984904
-202.25843874607557,425.16419147944214
-112.37466460039028,637.1404832219976
-129.0822523700752,566.343778620314
-166.01278388243435,650.3975965753923
-273.6062507360655,620.4431079521759
-213.1722912478847,641.7179873709262
-243.5577154731818,583.9281873453856
-341.3181205439797,551.4187366216175
-344.6651687779146,649.1810423385699
161.90976116467277,-35.82207391977827
-85.80755988958684,665.1241326952108
-326.97093506410016,562.4513286627755
-220.09228858598718,655.4063558070259
-260.33710880557373,604.9395946772751
-270.19034592944286,580.3756724943768
-242.6880478378416,632.1032496452797
-234.2593861196421,-654.4599614325693
-218.1598580416721,-630.2758194582611
-301.241196632788,-199.9987317055786
-323.1277220641903,619.7222752634203
-305.43993240410964,495.1706619955264
-318.51876910939853,622.7272875049138
-321.3124838323103,669.1937957021998
-320.35188576794485,598.3028007440972
-301.2996783119422,361.91942749013236
-268.10495333465195,645.662883523812
-306.6063338475986,626.5770671363393
-307.52004858173837,645.4200940979115
-304.28318035860804,624.8530247061217
-284.31889165946797,643.7554174484225
-296.48145268828563,611.1360222340469
-287.46984630913664,-324.3117802136383
-247.84574201899193,515.6674552349788
-258.39505812531536,-412.00203857422196
-158.26430513829118,146.49455931875875
-238.18368284109644,-446.09368977388135
-273.7023226056138,-442.9858663939319
-249.056122145464,-45.202887100037
-330.7361992598983,623.4293542935537
-193.63733029984635,651.1751654367729
237.63601196044615,575.6928716968544
-228.15058043683797,647.4271193264154
-235.47735449031114,600.4721170909611
-241.4884125001009,639.4586998789794
-235.51300897633877,634.072717090279
-120.95192072290979,509.3821807441028
-284.76530436689114,618.7671037916614
-322.96811918844935,563.8692328631763
-324.1952983490918,617.6543547579738
-288.3272400974755,552.8685409249717
-277.45889847222054,621.9893271987139
-348.625421267195,638.7146153428649
-318.04132599221526,621.8012242779312
-349.33840978992856,608.3461768037404
320.19093509557337,601.3882296681122
-278.1333846637371,415.99564433503156
-333.0194063721161,640.805632851613
-317.10606598340064,628.2575020994361
-226.48101509608716,649.7895153248887
-198.5959365439666,561.6016756707028
-213.15556364943996,486.70649080610406
-354.32575265312306,538.9320863325421
-310.4232387096509,669.2531787261117
337.8710539470281,609.3205177058888
378.2469823601881,669.2597130268388
218.78238854547152,658.6796960933223
212.63735227118823,657.5710071099761
184.26381392586015,664.2770967464995
309.6933820744821,623.3222805256911
-143.2877511493019,-87.57643293410095
-119.72905714136456,-626.4893351092461
-330.62563652439286,612.6749077632071
-339.6958782794968,655.3649114203647
-355.1159230707444,628.8361050129378
-360.89734130886336,601.1485284143458
-306.6844798399118,661.8153793682117
-287.14895493135157,-273.042443106085
-319.4005898204802,654.5403609172984
-324.7980835191584,605.178219067495
-358.0299226820631,631.074967150826
68.1409360737975,587.2204338056133
